InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Year,Month,Day,DayOfWeek,DayName,Hour,DaysSinceLatest
578811,23570,TRADITIONAL PICK UP STICKS GAME ,12,2023-11-25 13:28:00,1.25,12438,Norway,15.0,2023,11,25,5,Saturday,13,13
566393,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2023-09-12 12:45:00,0.42,13269,United Kingdom,10.08,2023,9,12,1,Tuesday,12,88
564150,22692,DOORMAT WELCOME TO OUR HOME,4,2023-08-23 12:30:00,7.95,14936,Channel Islands,31.8,2023,8,23,2,Wednesday,12,108
540566,22334,DINOSAUR PARTY BAG + STICKER SET,4,2023-01-10 10:58:00,1.65,17811,United Kingdom,6.6,2023,1,10,1,Tuesday,10,333
573870,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2023-11-01 12:25:00,1.69,14485,United Kingdom,1.69,2023,11,1,2,Wednesday,12,38
571709,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2023-10-18 15:52:00,3.75,16463,United Kingdom,15.0,2023,10,18,2,Wednesday,15,51
549287,22386,JUMBO BAG PINK POLKADOT,4,2023-04-07 18:05:00,2.08,14527,United Kingdom,8.32,2023,4,7,4,Friday,18,245
550361,22088,PAPER BUNTING COLOURED LACE,6,2023-04-18 11:10:00,2.95,13082,United Kingdom,17.700000000000003,2023,4,18,1,Tuesday,11,235
572229,21889,WOODEN BOX OF DOMINOES,12,2023-10-21 14:23:00,1.25,14329,United Kingdom,15.0,2023,10,21,5,Saturday,14,48
562727,23177,TREASURE ISLAND BOOK BOX,8,2023-08-09 09:26:00,2.25,15601,United Kingdom,18.0,2023,8,9,2,Wednesday,9,122
579069,23123,COCKTAIL SWORDS 50 PIECES,12,2023-11-28 10:31:00,0.83,14911,EIRE,9.96,2023,11,28,1,Tuesday,10,11
563213,85099B,JUMBO BAG RED RETROSPOT,2,2023-08-14 12:55:00,2.08,16115,United Kingdom,4.16,2023,8,14,0,Monday,12,116
580619,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3,2023-12-05 12:08:00,0.83,15053,United Kingdom,2.49,2023,12,5,1,Tuesday,12,4
572098,22380,TOY TIDY SPACEBOY  ,5,2023-10-20 15:38:00,2.1,15117,United Kingdom,10.5,2023,10,20,4,Friday,15,49
577141,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2023-11-18 09:11:00,0.55,13269,United Kingdom,13.2,2023,11,18,5,Saturday,9,21
551158,22501,PICNIC BASKET WICKER LARGE,4,2023-04-26 15:00:00,9.95,16823,United Kingdom,39.8,2023,4,26,2,Wednesday,15,226
548860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-04-04 13:38:00,2.95,13263,United Kingdom,5.9,2023,4,4,1,Tuesday,13,248
578074,10135,COLOURING PENCILS BROWN TUBE,2,2023-11-22 16:06:00,1.25,17590,United Kingdom,2.5,2023,11,22,2,Wednesday,16,16
560601,22630,DOLLY GIRL LUNCH BOX,1,2023-07-19 17:17:00,1.95,16764,United Kingdom,1.95,2023,7,19,2,Wednesday,17,142
571058,22842,BISCUIT TIN VINTAGE RED,6,2023-10-13 14:18:00,6.75,13853,United Kingdom,40.5,2023,10,13,4,Friday,14,56
552108,20725,LUNCH BAG RED RETROSPOT,2,2023-05-06 11:36:00,1.65,17841,United Kingdom,3.3,2023,5,6,5,Saturday,11,217
575955,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2023-11-13 12:05:00,2.95,14044,United Kingdom,2.95,2023,11,13,0,Monday,12,26
578999,23329,DECORATIVE WICKER HEART LARGE,1,2023-11-27 16:08:00,1.65,17595,United Kingdom,1.65,2023,11,27,0,Monday,16,11
547623,84459A,PINK METAL CHICKEN HEART ,12,2023-03-24 11:29:00,1.49,15641,United Kingdom,17.88,2023,3,24,4,Friday,11,260
572217,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2023-10-21 13:03:00,1.25,15311,United Kingdom,2.5,2023,10,21,5,Saturday,13,48
580385,20685,DOORMAT RED RETROSPOT,2,2023-12-04 10:11:00,8.25,16326,United Kingdom,16.5,2023,12,4,0,Monday,10,5
562951,23242,TREASURE TIN BUFFALO BILL ,6,2023-08-11 09:57:00,2.08,14462,United Kingdom,12.48,2023,8,11,4,Friday,9,120
566771,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2023-09-15 09:34:00,1.69,15322,United Kingdom,40.56,2023,9,15,4,Friday,9,85
565142,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,2023-09-01 13:46:00,1.06,17386,United Kingdom,76.32000000000001,2023,9,1,4,Friday,13,98
549439,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2023-04-08 12:42:00,2.95,13562,United Kingdom,53.1,2023,4,8,5,Saturday,12,245
547357,22168,ORGANISER WOOD ANTIQUE WHITE ,4,2023-03-22 12:15:00,8.5,17613,United Kingdom,34.0,2023,3,22,2,Wednesday,12,262
577778,22077,6 RIBBONS RUSTIC CHARM,2,2023-11-21 16:10:00,1.95,16549,United Kingdom,3.9,2023,11,21,1,Tuesday,16,17
552404,21871,SAVE THE PLANET MUG,12,2023-05-09 12:39:00,1.25,15932,United Kingdom,15.0,2023,5,9,1,Tuesday,12,214
539249,22956,36 FOIL HEART CAKE CASES,6,2022-12-16 13:43:00,2.1,14709,United Kingdom,12.6,2022,12,16,4,Friday,13,357
581418,22867,HAND WARMER BIRD DESIGN,12,2023-12-08 15:02:00,2.1,17451,United Kingdom,25.200000000000003,2023,12,8,4,Friday,15,0
538508,22752,SET 7 BABUSHKA NESTING BOXES,3,2022-12-12 13:32:00,8.5,15998,United Kingdom,25.5,2022,12,12,0,Monday,13,361
580066,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2023-12-01 13:33:00,1.65,14309,United Kingdom,19.8,2023,12,1,4,Friday,13,7
562031,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2023-08-01 17:37:00,1.25,16984,United Kingdom,15.0,2023,8,1,1,Tuesday,17,129
567821,23358,HOT STUFF HOT WATER BOTTLE,2,2023-09-22 12:45:00,3.75,14659,United Kingdom,7.5,2023,9,22,4,Friday,12,78
554682,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1,2023-05-25 16:08:00,3.75,14085,United Kingdom,3.75,2023,5,25,3,Thursday,16,197
578043,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2023-11-22 14:39:00,3.75,12474,Germany,15.0,2023,11,22,2,Wednesday,14,16
580295,22467,GUMBALL COAT RACK,3,2023-12-02 13:49:00,2.55,17841,United Kingdom,7.649999999999999,2023,12,2,5,Saturday,13,6
581002,23188,VINTAGE  2 METRE FOLDING RULER,12,2023-12-07 08:21:00,1.65,14708,United Kingdom,19.8,2023,12,7,3,Thursday,8,2
571463,22738,RIBBON REEL SNOWY VILLAGE,20,2023-10-17 14:23:00,1.65,16463,United Kingdom,33.0,2023,10,17,1,Tuesday,14,52
562348,22899,CHILDREN'S APRON DOLLY GIRL ,12,2023-08-04 12:36:00,2.1,17511,United Kingdom,25.200000000000003,2023,8,4,4,Friday,12,127
567898,84836,ZINC METAL HEART DECORATION,12,2023-09-22 16:20:00,1.25,13394,United Kingdom,15.0,2023,9,22,4,Friday,16,77
563720,23438, RED SPOT GIFT BAG LARGE,5,2023-08-18 16:24:00,1.25,15867,United Kingdom,6.25,2023,8,18,4,Friday,16,112
546774,21671,RED SPOT CERAMIC DRAWER KNOB,1,2023-03-16 15:45:00,1.25,14505,United Kingdom,1.25,2023,3,16,3,Thursday,15,267
563022,85099F,JUMBO BAG STRAWBERRY,1,2023-08-11 13:34:00,2.08,17248,United Kingdom,2.08,2023,8,11,4,Friday,13,119
558738,22090,PAPER BUNTING RETROSPOT,12,2023-07-01 15:35:00,2.95,12922,United Kingdom,35.400000000000006,2023,7,1,5,Saturday,15,160
558751,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2,2023-07-03 11:26:00,2.95,16009,United Kingdom,5.9,2023,7,3,0,Monday,11,159
577613,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2023-11-21 10:02:00,0.55,14911,EIRE,13.2,2023,11,21,1,Tuesday,10,18
558063,22563,HAPPY STENCIL CRAFT,6,2023-06-24 15:28:00,1.25,16395,United Kingdom,7.5,2023,6,24,5,Saturday,15,167
570964,23157,SET OF 6 NATIVITY MAGNETS ,12,2023-10-13 11:50:00,2.08,12766,Portugal,24.96,2023,10,13,4,Friday,11,57
550145,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2023-04-14 14:15:00,5.95,12637,France,17.85,2023,4,14,4,Friday,14,238
573937,22998,TRAVEL CARD WALLET KEEP CALM,24,2023-11-02 10:40:00,0.42,15830,United Kingdom,10.08,2023,11,2,3,Thursday,10,37
560415,20676,RED RETROSPOT BOWL,8,2023-07-18 14:36:00,1.25,15152,United Kingdom,10.0,2023,7,18,1,Tuesday,14,143
578513,22780,LIGHT GARLAND BUTTERFILES PINK,4,2023-11-24 13:32:00,4.25,16609,United Kingdom,17.0,2023,11,24,4,Friday,13,14
536945,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2022-12-03 12:24:00,2.95,14083,United Kingdom,5.9,2022,12,3,5,Saturday,12,371
561113,20723,STRAWBERRY CHARLOTTE BAG,1,2023-07-25 12:09:00,0.85,17841,United Kingdom,0.85,2023,7,25,1,Tuesday,12,137
580653,21907,I'M ON HOLIDAY METAL SIGN,18,2023-12-05 13:34:00,2.1,17706,United Kingdom,37.8,2023,12,5,1,Tuesday,13,3
571035,22381,TOY TIDY PINK POLKADOT,5,2023-10-13 12:50:00,2.1,12446,RSA,10.5,2023,10,13,4,Friday,12,57
568898,22549,PICTURE DOMINOES,12,2023-09-29 13:17:00,1.45,13354,United Kingdom,17.4,2023,9,29,4,Friday,13,70
567183,22188,BLACK HEART CARD HOLDER,2,2023-09-18 15:32:00,3.95,14769,United Kingdom,7.9,2023,9,18,0,Monday,15,81
561890,22077,6 RIBBONS RUSTIC CHARM,12,2023-07-31 14:17:00,1.65,12697,Sweden,19.8,2023,7,31,0,Monday,14,130
561204,23284,DOORMAT KEEP CALM AND COME IN,4,2023-07-25 15:22:00,7.95,12836,United Kingdom,31.8,2023,7,25,1,Tuesday,15,136
570076,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2023-10-07 11:17:00,0.85,15738,United Kingdom,20.4,2023,10,7,5,Saturday,11,63
559354,22961,JAM MAKING SET PRINTED,12,2023-07-07 18:02:00,1.45,16012,United Kingdom,17.4,2023,7,7,4,Friday,18,154
557572,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,2023-06-21 10:55:00,1.45,15061,United Kingdom,34.8,2023,6,21,2,Wednesday,10,171
563709,35970,ZINC FOLKART SLEIGH BELLS,2,2023-08-18 15:17:00,1.69,15472,United Kingdom,3.38,2023,8,18,4,Friday,15,112
543309,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2023-02-07 12:05:00,2.1,18118,United Kingdom,2.1,2023,2,7,1,Tuesday,12,305
543535,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2023-02-09 13:37:00,9.95,17537,United Kingdom,9.95,2023,2,9,3,Thursday,13,302
544788,21499,BLUE POLKADOT WRAP,25,2023-02-23 12:18:00,0.42,13089,United Kingdom,10.5,2023,2,23,3,Thursday,12,289
567660,47566,PARTY BUNTING,4,2023-09-21 15:02:00,4.95,17731,United Kingdom,19.8,2023,9,21,3,Thursday,15,78
562907,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2023-08-10 12:44:00,1.25,14116,United Kingdom,15.0,2023,8,10,3,Thursday,12,121
547786,82578,KITCHEN METAL SIGN,3,2023-03-25 11:44:00,0.55,14587,United Kingdom,1.65,2023,3,25,5,Saturday,11,259
536874,22451,SILK PURSE BABUSHKA RED,1,2022-12-03 11:35:00,3.35,16891,United Kingdom,3.35,2022,12,3,5,Saturday,11,371
570646,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2023-10-11 12:49:00,2.89,12824,United Kingdom,17.34,2023,10,11,2,Wednesday,12,59
573345,22997,TRAVEL CARD WALLET UNION JACK,2,2023-10-30 12:14:00,0.42,17609,United Kingdom,0.84,2023,10,30,0,Monday,12,40
568984,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2023-09-29 15:57:00,5.95,17813,United Kingdom,5.95,2023,9,29,4,Friday,15,70
544337,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2023-02-18 08:34:00,1.69,13425,United Kingdom,13.52,2023,2,18,5,Saturday,8,294
546742,20828,GLITTER BUTTERFLY CLIPS,7,2023-03-16 12:26:00,2.55,12849,United Kingdom,17.849999999999998,2023,3,16,3,Thursday,12,268
566364,22491,PACK OF 12 COLOURED PENCILS,12,2023-09-12 12:32:00,0.85,15253,United Kingdom,10.2,2023,9,12,1,Tuesday,12,88
549825,POST,POSTAGE,2,2023-04-12 12:47:00,18.0,12463,Belgium,36.0,2023,4,12,2,Wednesday,12,241
543099,22970,LONDON BUS COFFEE MUG,72,2023-02-03 12:00:00,2.1,16684,United Kingdom,151.20000000000002,2023,2,3,4,Friday,12,309
578307,23137,ZINC WIRE SWEETHEART LETTER TRAY,2,2023-11-23 15:53:00,3.75,17290,United Kingdom,7.5,2023,11,23,3,Thursday,15,15
555257,20685,DOORMAT RED RETROSPOT,1,2023-06-01 15:28:00,7.95,17596,United Kingdom,7.95,2023,6,1,3,Thursday,15,190
542610,21479,WHITE SKULL HOT WATER BOTTLE ,1,2023-01-30 14:05:00,3.75,13148,United Kingdom,3.75,2023,1,30,0,Monday,14,312
579938,23220,REINDEER HEART DECORATION GOLD,12,2023-12-01 10:18:00,0.83,14146,United Kingdom,9.96,2023,12,1,4,Friday,10,8
574011,21034,REX CASH+CARRY JUMBO SHOPPER,1,2023-11-02 11:52:00,0.95,16884,United Kingdom,0.95,2023,11,2,3,Thursday,11,37
559553,22138,BAKING SET 9 PIECE RETROSPOT ,3,2023-07-11 09:23:00,4.95,16174,United Kingdom,14.85,2023,7,11,1,Tuesday,9,151
552231,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2023-05-06 15:47:00,1.25,17364,United Kingdom,30.0,2023,5,6,5,Saturday,15,216
571185,23245,SET OF 3 REGENCY CAKE TINS,4,2023-10-14 11:15:00,4.95,13047,United Kingdom,19.8,2023,10,14,5,Saturday,11,56
556040,20754,RETROSPOT RED WASHING UP GLOVES,6,2023-06-08 12:42:00,2.1,14622,United Kingdom,12.6,2023,6,8,3,Thursday,12,184
541841,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4,2023-01-23 11:53:00,2.95,14450,United Kingdom,11.8,2023,1,23,0,Monday,11,320
570657,21175,GIN + TONIC DIET METAL SIGN,12,2023-10-11 14:10:00,2.55,14911,EIRE,30.6,2023,10,11,2,Wednesday,14,58
540769,85176,SEWING SUSAN 21 NEEDLE SET,12,2023-01-11 10:38:00,0.85,12601,Germany,10.2,2023,1,11,2,Wednesday,10,332
551193,23201,JUMBO BAG ALPHABET,2,2023-04-27 11:05:00,2.08,17954,United Kingdom,4.16,2023,4,27,3,Thursday,11,226
570093,23165,LARGE CERAMIC TOP STORAGE JAR,1,2023-10-07 11:55:00,1.65,18096,United Kingdom,1.65,2023,10,7,5,Saturday,11,63
566018,23200,JUMBO BAG PEARS,4,2023-09-08 12:42:00,2.08,13137,United Kingdom,8.32,2023,9,8,4,Friday,12,92
569223,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2023-10-02 13:49:00,0.29,16283,United Kingdom,13.919999999999998,2023,10,2,0,Monday,13,67
557277,20727,LUNCH BAG  BLACK SKULL.,10,2023-06-19 12:06:00,1.65,16484,United Kingdom,16.5,2023,6,19,0,Monday,12,173
560033,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2023-07-14 13:28:00,2.95,12388,Australia,17.700000000000003,2023,7,14,4,Friday,13,147
546769,22464,HANGING METAL HEART LANTERN,12,2023-03-16 14:57:00,1.65,17504,United Kingdom,19.8,2023,3,16,3,Thursday,14,267
576852,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2023-11-16 15:45:00,0.55,16809,United Kingdom,1.1,2023,11,16,3,Thursday,15,22
574328,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,2023-11-04 09:05:00,0.29,13081,United Kingdom,13.919999999999998,2023,11,4,5,Saturday,9,35
567866,84997B,CHILDRENS CUTLERY RETROSPOT RED ,2,2023-09-22 14:13:00,4.15,16669,United Kingdom,8.3,2023,9,22,4,Friday,14,77
560937,20694,FLORAL PINK MONSTER,2,2023-07-22 10:52:00,3.75,17920,United Kingdom,7.5,2023,7,22,5,Saturday,10,140
569590,21136,PAINTED METAL PEARS ASSORTED,8,2023-10-05 11:25:00,1.69,13949,United Kingdom,13.52,2023,10,5,3,Thursday,11,65
581146,23497,CLASSIC CHROME BICYCLE BELL ,6,2023-12-07 13:53:00,1.45,17602,United Kingdom,8.7,2023,12,7,3,Thursday,13,1
550994,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,2023-04-21 19:55:00,0.83,14562,United Kingdom,19.92,2023,4,21,4,Friday,19,231
574170,22142,CHRISTMAS CRAFT WHITE FAIRY ,3,2023-11-03 11:43:00,1.45,16221,United Kingdom,4.35,2023,11,3,4,Friday,11,36
555257,22098,BOUDOIR SQUARE TISSUE BOX,1,2023-06-01 15:28:00,1.25,17596,United Kingdom,1.25,2023,6,1,3,Thursday,15,190
575091,22738,RIBBON REEL SNOWY VILLAGE,10,2023-11-08 14:05:00,1.65,17160,United Kingdom,16.5,2023,11,8,2,Wednesday,14,30
538310,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2022-12-10 13:44:00,1.95,15529,United Kingdom,15.6,2022,12,10,5,Saturday,13,363
550450,22178,VICTORIAN GLASS HANGING T-LIGHT,72,2023-04-18 12:47:00,1.25,15615,United Kingdom,90.0,2023,4,18,1,Tuesday,12,235
562560,21871,SAVE THE PLANET MUG,6,2023-08-05 17:12:00,1.25,14156,EIRE,7.5,2023,8,5,5,Saturday,17,125
557213,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2023-06-17 12:16:00,1.25,15021,United Kingdom,1.25,2023,6,17,5,Saturday,12,175
568346,22123,PING MICROWAVE APRON,1,2023-09-26 15:28:00,4.13,14096,United Kingdom,4.13,2023,9,26,1,Tuesday,15,73
555249,22470,HEART OF WICKER LARGE,3,2023-06-01 14:57:00,2.95,17472,United Kingdom,8.850000000000001,2023,6,1,3,Thursday,14,190
578757,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,2023-11-25 11:41:00,0.65,12748,United Kingdom,0.65,2023,11,25,5,Saturday,11,14
559091,15030,FAN BLACK FRAME ,20,2023-07-06 10:47:00,0.29,17905,United Kingdom,5.8,2023,7,6,3,Thursday,10,156
576590,23296,SET OF 6 TEA TIME BAKING CASES,8,2023-11-15 14:30:00,1.25,16240,United Kingdom,10.0,2023,11,15,2,Wednesday,14,23
543754,22193,RED DINER WALL CLOCK,2,2023-02-11 14:26:00,8.5,18159,United Kingdom,17.0,2023,2,11,5,Saturday,14,300
544790,85202,HANGING WOOD AND FELT HEART,12,2023-02-23 12:27:00,0.42,16940,United Kingdom,5.04,2023,2,23,3,Thursday,12,289
553931,23050,RECYCLED ACAPULCO MAT GREEN,2,2023-05-20 10:27:00,8.25,14911,EIRE,16.5,2023,5,20,5,Saturday,10,203
579069,22921,HERB MARKER CHIVES ,12,2023-11-28 10:31:00,0.65,14911,EIRE,7.800000000000001,2023,11,28,1,Tuesday,10,11
559032,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2023-07-05 14:53:00,2.95,17511,United Kingdom,17.700000000000003,2023,7,5,2,Wednesday,14,156
557639,22150,3 STRIPEY MICE FELTCRAFT,1,2023-06-21 16:13:00,1.95,12933,United Kingdom,1.95,2023,6,21,2,Wednesday,16,170
568228,22960,JAM MAKING SET WITH JARS,6,2023-09-26 11:02:00,4.25,15358,United Kingdom,25.5,2023,9,26,1,Tuesday,11,74
555564,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2023-06-05 15:01:00,0.85,15005,United Kingdom,8.5,2023,6,5,0,Monday,15,186
559015,22379,RECYCLING BAG RETROSPOT ,5,2023-07-05 12:53:00,2.1,13098,United Kingdom,10.5,2023,7,5,2,Wednesday,12,156
570249,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2023-10-10 08:58:00,1.25,17509,United Kingdom,15.0,2023,10,10,1,Tuesday,8,60
566669,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2023-09-14 11:36:00,1.25,18065,United Kingdom,15.0,2023,9,14,3,Thursday,11,86
537131,22766,PHOTO FRAME CORNICE,4,2022-12-05 12:26:00,2.95,15716,United Kingdom,11.8,2022,12,5,0,Monday,12,369
569729,23186,FRENCH STYLE STORAGE JAR CAFE ,48,2023-10-06 09:43:00,0.29,16350,United Kingdom,13.919999999999998,2023,10,6,4,Friday,9,64
561512,21931,JUMBO STORAGE BAG SUKI,2,2023-07-27 15:09:00,2.08,14534,United Kingdom,4.16,2023,7,27,3,Thursday,15,134
581485,22617,BAKING SET SPACEBOY DESIGN,18,2023-12-09 09:38:00,4.95,17389,United Kingdom,89.10000000000001,2023,12,9,5,Saturday,9,0
569669,22992,REVOLVER WOODEN RULER ,1,2023-10-05 13:47:00,1.95,14730,United Kingdom,1.95,2023,10,5,3,Thursday,13,64
569556,23439,HAND WARMER RED LOVE HEART,12,2023-10-05 08:50:00,2.1,14936,Channel Islands,25.200000000000003,2023,10,5,3,Thursday,8,65
564188,21794,CLASSIC FRENCH STYLE BASKET NATURAL,3,2023-08-23 15:33:00,3.95,13140,United Kingdom,11.85,2023,8,23,2,Wednesday,15,107
568346,22139,RETROSPOT TEA SET CERAMIC 11 PC ,5,2023-09-26 15:28:00,10.79,14096,United Kingdom,53.95,2023,9,26,1,Tuesday,15,73
558432,20769,DAISY JOURNAL ,6,2023-06-29 12:16:00,2.55,17730,United Kingdom,15.3,2023,6,29,3,Thursday,12,163
565224,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2,2023-09-01 19:11:00,2.55,14713,United Kingdom,5.1,2023,9,1,4,Friday,19,98
573349,23391, I LOVE LONDON MINI BACKPACK,1,2023-10-30 12:28:00,4.15,17609,United Kingdom,4.15,2023,10,30,0,Monday,12,40
541115,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,24,2023-01-13 15:34:00,1.25,12578,Italy,30.0,2023,1,13,4,Friday,15,329
559921,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2023-07-13 15:42:00,0.42,13667,United Kingdom,0.84,2023,7,13,3,Thursday,15,148
548404,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2023-03-31 09:38:00,7.95,16398,United Kingdom,15.9,2023,3,31,4,Friday,9,253
540268,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2023-01-06 11:25:00,1.25,13458,United Kingdom,15.0,2023,1,6,4,Friday,11,337
556415,23079,TOADSTOOL BEDSIDE LIGHT ,24,2023-06-10 12:19:00,8.25,12409,Switzerland,198.0,2023,6,10,5,Saturday,12,182
570218,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2023-10-09 12:20:00,3.95,16873,United Kingdom,15.8,2023,10,9,0,Monday,12,61
578794,23344,JUMBO BAG 50'S CHRISTMAS ,1,2023-11-25 12:24:00,2.08,17232,United Kingdom,2.08,2023,11,25,5,Saturday,12,14
573928,23221,REINDEER HEART DECORATION SILVER,24,2023-11-02 10:07:00,0.83,16839,United Kingdom,19.92,2023,11,2,3,Thursday,10,37
547832,20728,LUNCH BAG CARS BLUE,100,2023-03-25 16:25:00,1.45,17511,United Kingdom,145.0,2023,3,25,5,Saturday,16,258
539317,22763,KEY CABINET MA CAMPAGNE,1,2022-12-16 19:04:00,9.95,17392,United Kingdom,9.95,2022,12,16,4,Friday,19,357
573543,22335,HEART DECORATION PAINTED ZINC ,2,2023-10-31 13:05:00,0.65,17777,United Kingdom,1.3,2023,10,31,1,Tuesday,13,38
568364,21912,VINTAGE SNAKES & LADDERS,4,2023-09-26 15:43:00,3.75,16999,United Kingdom,15.0,2023,9,26,1,Tuesday,15,73
579155,23481,PEARLISED IVORY HEART SMALL ,4,2023-11-28 13:37:00,1.25,18101,United Kingdom,5.0,2023,11,28,1,Tuesday,13,10
544411,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2023-02-18 14:18:00,9.95,13799,United Kingdom,19.9,2023,2,18,5,Saturday,14,293
556495,21165,BEWARE OF THE CAT METAL SIGN ,1,2023-06-12 15:14:00,1.69,18069,United Kingdom,1.69,2023,6,12,0,Monday,15,179
544586,20679,EDWARDIAN PARASOL RED,1,2023-02-21 15:04:00,5.95,17338,United Kingdom,5.95,2023,2,21,1,Tuesday,15,290
541206,22960,JAM MAKING SET WITH JARS,48,2023-01-14 12:24:00,3.75,14646,Netherlands,180.0,2023,1,14,5,Saturday,12,329
571544,22681,FRENCH BLUE METAL DOOR SIGN 6,1,2023-10-17 16:53:00,1.25,17757,United Kingdom,1.25,2023,10,17,1,Tuesday,16,52
566270,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,2023-09-11 13:40:00,4.65,16523,United Kingdom,13.95,2023,9,11,0,Monday,13,88
567922,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2023-09-22 17:24:00,0.39,13279,United Kingdom,9.36,2023,9,22,4,Friday,17,77
577121,20724,RED RETROSPOT CHARLOTTE BAG,10,2023-11-17 18:29:00,0.85,12681,France,8.5,2023,11,17,4,Friday,18,21
537224,21192,WHITE BELL HONEYCOMB PAPER ,3,2022-12-05 16:24:00,1.65,13174,United Kingdom,4.949999999999999,2022,12,5,0,Monday,16,368
560049,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2023-07-14 15:03:00,6.35,14857,United Kingdom,12.7,2023,7,14,4,Friday,15,147
539957,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2022-12-23 12:58:00,1.25,12585,Germany,15.0,2022,12,23,4,Friday,12,350
565453,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2023-09-04 16:05:00,1.65,15136,United Kingdom,19.8,2023,9,4,0,Monday,16,95
564346,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2023-08-24 14:54:00,2.89,15727,United Kingdom,17.34,2023,8,24,3,Thursday,14,106
555479,71459,HANGING JAM JAR T-LIGHT HOLDER,36,2023-06-03 12:35:00,0.85,15189,United Kingdom,30.6,2023,6,3,5,Saturday,12,189
551542,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2023-05-03 09:05:00,8.5,14732,United Kingdom,17.0,2023,5,3,2,Wednesday,9,220
546155,22150,3 STRIPEY MICE FELTCRAFT,6,2023-03-10 08:29:00,1.95,15632,United Kingdom,11.7,2023,3,10,4,Friday,8,274
575219,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,2023-11-09 11:17:00,1.79,17511,United Kingdom,179.0,2023,11,9,3,Thursday,11,30
558707,22537,MAGIC DRAWING SLATE DINOSAUR,1,2023-07-01 12:58:00,0.42,12748,United Kingdom,0.42,2023,7,1,5,Saturday,12,160
576879,23213,STAR WREATH DECORATION WITH BELL,5,2023-11-16 16:52:00,1.25,18006,United Kingdom,6.25,2023,11,16,3,Thursday,16,22
569564,84836,ZINC METAL HEART DECORATION,36,2023-10-05 09:47:00,1.25,13989,United Kingdom,45.0,2023,10,5,3,Thursday,9,65
563756,22045,SPACEBOY GIFT WRAP,25,2023-08-19 11:08:00,0.42,12418,Switzerland,10.5,2023,8,19,5,Saturday,11,112
